StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1.2,Q1.3,Q1.4,Q1.5,Q0_11,Q1_11,Q2_11,Q3_11,Q4_11,Q5_11,Q6_11,Q7_11,Q8_11,Q9_11,Q10_11,Q11_11,Q12_11,Q13_11,Q14_11,validation_11,survey_code,B0,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14
2018-08-15 16:25:17,2018-08-15 16:30:20,IP Address,70.177.181.202,100,303,True,2018-08-15 16:30:21,R_1IEHWpOc9CuVHyq,,,,,33.769393920898,-112.24819946289,anonymous,EN,Agree,Female,32,"Associate degree (e.g. AA, AS)",69,40,30,40,47,70,50,55,26,80,67,50,50,0,55,0,20289368,,1,,1,1,1,1,1,,,1,,,,
2018-08-15 17:11:09,2018-08-15 17:17:20,IP Address,99.203.30.129,100,371,True,2018-08-15 17:17:21,R_2ZKNC5DgtKmMnDO,,,,,25.77409362793,-80.181701660156,anonymous,EN,Agree,Female,35,"Bechelor's degree (e.g. BA, BS)",85,45,25,35,65,90,70,100,55,45,10,40,25,50,65,0,58424370,,,,1,,,,,1,1,,1,1,1,1
2018-08-15 17:45:39,2018-08-15 17:52:27,IP Address,47.37.212.205,100,407,True,2018-08-15 17:52:28,R_2gCD6X2kq2PxSSd,,,,,35.458892822266,-82.603500366211,anonymous,EN,Agree,Female,24,"Bechelor's degree (e.g. BA, BS)",78,47,33,60,46,67,61,70,31,59,40,39,49,23,51,0,92981533,,1,,,1,1,1,1,1,,,,,,1
2018-08-15 17:57:31,2018-08-15 18:06:19,IP Address,162.251.221.196,100,528,True,2018-08-15 18:06:20,R_2czsVC6JrxlEazH,,,,,36.517105102539,-85.814903259277,anonymous,EN,Agree,Female,34,"Some college, no degree",42,51,19,66,51,20,64,100,36,88,9,41,42,19,62,0,77584442,1,,1,,,,,,,,1,1,1,1,1
2018-08-15 18:46:59,2018-08-15 18:52:28,IP Address,71.9.198.52,100,328,True,2018-08-15 18:52:28,R_DOdTYzQhPUuOwKJ,,,,,34.738098144531,-85.005599975586,anonymous,EN,Agree,Female,34,"Bechelor's degree (e.g. BA, BS)",34,0,4,38,57,88,51,53,12,49,4,40,25,0,62,0,32621182,1,,,,,1,1,,,1,,1,1,1,
2018-08-15 19:21:56,2018-08-15 19:29:53,IP Address,108.224.155.0,100,477,True,2018-08-15 19:29:54,R_4ISld3ZxgBxwugp,,,,,41.937301635742,-87.655097961426,anonymous,EN,Agree,Female,35,"Bechelor's degree (e.g. BA, BS)",14,24,8,17,50,83,72,73,33,78,27,27,40,9,53,3,90667533,,1,1,1,1,,,1,1,,1,,,,
2018-08-15 19:38:14,2018-08-15 19:48:40,IP Address,71.120.189.85,100,625,True,2018-08-15 19:48:41,R_2eRazWE02FMOudb,,,,,36.796798706055,-76.176696777344,anonymous,EN,Agree,Female,32,High school degree or equivalent (e.g. GED),94,75,34,100,79,92,83,100,85,25,84,41,11,3,61,0,19840326,,1,,,,1,,,1,1,1,1,1,,
2018-08-16 00:08:57,2018-08-16 00:16:35,IP Address,47.196.125.166,100,458,True,2018-08-16 00:16:36,R_3j98hETB9E34DsQ,,,,,28.004196166992,-82.293601989746,anonymous,EN,Agree,Male,31,High school degree or equivalent (e.g. GED),46,4,51,22,66,72,87,86,5,37,52,17,38,16,30,0,29271664,1,,1,1,1,,1,1,,,,,,,1
2018-08-16 06:57:03,2018-08-16 07:02:41,IP Address,75.64.41.20,100,338,True,2018-08-16 07:02:42,R_3nxy1KZtfvGxPXw,,,,,35.178695678711,-89.756500244141,anonymous,EN,Agree,Male,29,"Bechelor's degree (e.g. BA, BS)",79,36,28,34,51,73,64,22,45,69,53,56,51,20,51,0,97453535,1,,1,1,,,,1,1,,,,,1,1
2018-08-16 07:55:43,2018-08-16 08:02:39,IP Address,96.244.50.217,100,416,True,2018-08-16 08:02:40,R_3kt8cxjyvnenlqI,,,,,39.269393920898,-76.744697570801,anonymous,EN,Agree,Male,27,"Bechelor's degree (e.g. BA, BS)",67,45,39,83,70,67,58,85,67,34,75,31,38,85,60,35,23325061,,1,,,1,1,1,,,1,,,1,1,
2018-08-16 08:55:49,2018-08-16 09:03:45,IP Address,66.231.103.193,100,476,True,2018-08-16 09:03:46,R_3Vrf6uYV2WbQrxD,,,,,48.630599975586,-97.471298217773,anonymous,EN,Agree,Female,32,"Associate degree (e.g. AA, AS)",76,49,29,51,50,100,63,31,63,51,75,53,25,35,50,52,35185487,,,,1,,,,,1,,1,1,1,1,1
2018-08-15 10:10:15,2018-08-15 10:10:29,IP Address,73.91.141.70,7,14,False,2018-08-16 10:10:31,R_2R1HN8Fb5MNy2qY,,,,,,,anonymous,EN,Agree,Female,33,"Some college, no degree",,,,,,,,,,,,,,,,,54977735,,,,,,,,,,,,,,,
2018-08-15 10:57:48,2018-08-15 11:00:26,IP Address,47.149.140.185,32,157,False,2018-08-16 11:00:28,R_6fDm2ARmwoFSLEl,,,,,,,anonymous,EN,Agree,Female,30,"Bechelor's degree (e.g. BA, BS)",,,,,,,,,,,,,,,,,93016313,,,1,,,,1,1,,1,,1,1,1,
2018-08-15 10:58:11,2018-08-15 11:03:09,IP Address,73.73.94.108,32,297,False,2018-08-16 11:03:26,R_tFBFomuMhIZunqp,,,,,,,anonymous,EN,Agree,Male,30,"Bechelor's degree (e.g. BA, BS)",,,,,,,,,,,,,,,,,71614533,1,1,,1,1,1,,,1,,1,,,,
2018-08-16 14:39:11,2018-08-16 14:53:55,IP Address,24.172.131.2,100,884,True,2018-08-16 14:53:55,R_2cuAiiRoaudbryc,,,,,41.135192871094,-81.325996398926,anonymous,EN,Agree,Male,28,"Master's degree (e.g. MA, MS, MEd)",36,62,23,80,50,100,34,70,70,65,31,49,66,17,48,0,46568366,1,1,1,,,,1,1,,1,1,,,,
2018-08-16 22:02:56,2018-08-16 22:09:19,IP Address,67.166.137.186,100,382,True,2018-08-16 22:09:19,R_1rcVN4BxNggfhf0,,,,,38.485504150391,-121.34310150146,anonymous,EN,Agree,Male,25,"Bechelor's degree (e.g. BA, BS)",15,25,15,65,60,70,60,90,25,85,40,30,30,10,60,0,87743576,,1,1,,1,1,,,,,1,1,,1,
2018-08-17 00:59:05,2018-08-17 01:10:37,IP Address,75.89.43.119,100,692,True,2018-08-17 01:10:38,R_1LcK9e1Yw6hqgKh,,,,,40.710494995117,-79.477401733398,anonymous,EN,Agree,Female,33,"Master's degree (e.g. MA, MS, MEd)",45,60,57,44,51,76,36,80,60,55,45,57,40,80,45,0,77121749,,,,,1,,,1,1,1,,1,1,,1
2018-08-18 12:08:59,2018-08-18 12:15:38,IP Address,99.101.100.7,100,399,True,2018-08-18 12:15:39,R_1hXvgSpeR371Djs,,,,,35.038696289062,-89.927597045898,anonymous,EN,Agree,Male,30,High school degree or equivalent (e.g. GED),64,43,38,54,60,56,61,72,60,50,46,53,54,23,50,0,51576944,1,1,1,1,,1,1,,,1,,,,,
2018-08-18 12:54:36,2018-08-18 13:00:54,IP Address,73.35.245.34,100,377,True,2018-08-18 13:00:55,R_z0XROp8eVVqbqaB,,,,,47.307800292969,-122.31770324707,anonymous,EN,Agree,Male,27,"Bechelor's degree (e.g. BA, BS)",67,39,47,43,38,64,47,79,55,40,41,43,20,27,53,0,39215533,,,,1,1,,1,,,,1,1,1,,1
2018-08-19 07:22:04,2018-08-19 07:30:16,IP Address,184.170.76.155,100,491,True,2018-08-19 07:30:16,R_2P5JYN8FKNe9Yhc,,,,,37.103500366211,-80.420700073242,anonymous,EN,Agree,Male,28,"Some college, no degree",50,50,39,38,60,48,45,71,44,53,47,50,55,8,50,0,93263575,1,,,1,1,1,,1,1,,,,,1,
2018-08-23 05:49:53,2018-08-23 05:56:35,IP Address,68.63.164.6,100,401,True,2018-08-23 05:56:36,R_2ZHy5dQLVLpgqpQ,,,,,36.007507324219,-83.989601135254,anonymous,EN,Agree,Male,33,"Some college, no degree",37,33,65,42,70,59,34,40,55,32,43,35,29,41,37,37,80334463,1,1,1,,,1,,1,,,1,,1,,
2018-08-23 09:14:46,2018-08-23 09:19:45,IP Address,8.28.180.9,100,298,True,2018-08-23 09:19:46,R_2RNSNVHLWbpDer1,,,,,41.887603759766,-87.63680267334,anonymous,EN,Agree,Female,35,"Bechelor's degree (e.g. BA, BS)",34,32,9,33,62,69,34,82,7,57,15,36,31,62,73,0,43261261,,,,1,1,1,1,,1,,,1,1,,
2018-08-23 13:29:23,2018-08-23 13:35:43,IP Address,137.52.20.242,100,379,True,2018-08-23 13:35:44,R_1mFsCqskL5iQPNu,,,,,26.069793701172,-80.222297668457,anonymous,EN,Agree,Male,29,"Bechelor's degree (e.g. BA, BS)",51,40,19,23,51,86,28,30,1,9,8,51,19,1,50,0,76202908,1,1,1,,,,,1,,1,,,,1,1
2018-08-23 07:37:42,2018-08-23 07:38:09,IP Address,24.246.233.20,32,27,False,2018-08-24 07:38:22,R_b9LcsdRORy1TnUt,,,,,,,anonymous,EN,Agree,Male,33,"Bechelor's degree (e.g. BA, BS)",,,,,,,,,,,,,,,,,49662932,,,,,,,1,,1,1,1,1,,1,1
2018-08-24 19:26:25,2018-08-24 19:32:35,IP Address,47.36.32.16,100,370,True,2018-08-24 19:32:36,R_3iJDQaP8ATMs3pe,,,,,34.273101806641,-83.890502929688,anonymous,EN,Agree,Male,35,"Some college, no degree",37,40,0,18,50,91,48,51,51,54,30,62,41,0,42,0,93129773,,1,1,1,,,,1,1,,,1,,1,
